jerseyNumber,job,jobId,title,season,person_mlbam,person_name,team_mlbam,team_name
4,Pitching Coach,COAP,Pitching Coach,2018,110251,Rick Anderson,116,Detroit Tigers
39,First Base Coach,COA1,First Base Coach,2018,421124,Ramon Santiago,116,Detroit Tigers
25,Third Base Coach,COA3,Third Base Coach,2018,112320,Dave Clark,116,Detroit Tigers
53,Bullpen Coach,COAU,Bullpen Coach,2018,120551,Jeff Pico,116,Detroit Tigers
83,Bullpen Coach,COAU,Bullpen Coach,2018,121619,A.J. Sager,116,Detroit Tigers
52,Quality Control Coach,QUAC,Quality Control Coach,2018,492705,Joe Vavra,116,Detroit Tigers
98,Bullpen Catcher,BCAT,Bullpen Catcher,2018,573052,John Murrian,116,Detroit Tigers
99,Bullpen Catcher,BCAT,Bullpen Catcher,2018,623925,Tim Remes,116,Detroit Tigers
97,Batting Practice Pitcher,BPPI,Batting Practice Pitcher,2018,448521,Rafael Martinez,116,Detroit Tigers
,Catching and Advance Scouting Coordinator,CASC,Catching Coordinator,2018,150164,Joe DePastino,116,Detroit Tigers
,Performance Coach,PERF,Performance and Mental Skills Coach,2018,683470,Spencer Wood,116,Detroit Tigers
,Performance Coach,PERF,Performance Enhancement Instructor,2018,532306,Brian Peterson,116,Detroit Tigers
,Performance Coach,PERF,Latin American Performance Coach,2018,506465,Josmar Robles,116,Detroit Tigers
14,Manager,MNGR,Manager,2018,134460,A.J. Hinch,117,Houston Astros
19,Bench Coach,COAB,Bench Coach,2018,440053,Joe Espada,117,Houston Astros
39,Hitting Coach,COAT,Hitting Coach,2018,116256,Dave Hudgens,117,Houston Astros
46,Assistant Hitting Coach,COAA,Second Hitting Coach,2018,527982,Jeff Albert,117,Houston Astros
56,Pitching Coach,COAP,Pitching Coach,2018,122884,Brent Strom,117,Houston Astros
37,First Base Coach,COA1,First Base Coach,2018,400090,Alex Cintron,117,Houston Astros
8,Third Base Coach,COA3,Third Base Coach,2018,120481,Gary Pettis,117,Houston Astros
55,Bullpen Coach,COAU,Bullpen Coach,2018,534449,Doug White,117,Houston Astros
85,Bullpen Catcher,BCAT,Bullpen Catcher,2018,612538,Javier Bracamonte,117,Houston Astros
3,Manager,MNGR,Manager,2018,124681,Ned Yost,118,Kansas City Royals
26,Bench Coach,COAB,Bench Coach,2018,123011,Dale Sveum,118,Kansas City Royals
44,Hitting Coach,COAT,Hitting Coach,2018,111357,Terry Bradshaw,118,Kansas City Royals
21,Pitching Coach,COAP,Pitching Coach,2018,113793,Cal Eldred,118,Kansas City Royals
24,First Base Coach,COA1,First Base Coach,2018,430574,Mitch Maier,118,Kansas City Royals
23,Third Base Coach,COA3,Third Base Coach,2018,492497,Mike Jirschele,118,Kansas City Royals
21,Catching Coach,CATC,Catching/Quality-Control Coach,2018,437073,Pedro Grifol,118,Kansas City Royals
18,Bullpen Coach,COAU,Bullpen Coach,2018,136300,Vance Wilson,118,Kansas City Royals
80,Bullpen Catcher,BCAT,Bullpen Catcher,2018,518650,Ryan Eigsti,118,Kansas City Royals
,Rehab Pitching Coach,REPC,Replay Coordinator,2018,451548,Bill Duplissea,118,Kansas City Royals
12,Manager,MNGR,Manager,2018,110385,Brad Ausmus,108,Los Angeles Angels
88,Bench Coach,COAB,Bench Coach,2018,150331,Josh Paul,108,Los Angeles Angels
77,Hitting Coach,COAT,Hitting Coach,2018,400134,Eric Hinske,108,Los Angeles Angels
41,Pitching Coach,COAP,Pitching Coach,2018,119640,Charles Nagy,108,Los Angeles Angels
4,First Base Coach,COA1,First Base Coach,2018,115137,Alfredo Griffin,108,Los Angeles Angels
21,Third Base Coach,COA3,Third Base Coach,2018,492822,Dino Ebel,108,Los Angeles Angels
63,Bullpen Coach,COAU,Bullpen Coach,2018,120877,Scott Radinsky,108,Los Angeles Angels
92,Bullpen Catcher,BCAT,Bullpen Catcher,2018,462117,Anel De Los Santos,108,Los Angeles Angels
61,Catching Coach,CATC,Catching & Information Coach,2018,150354,Steve Soliz,108,Los Angeles Angels
70,Bullpen Catcher,BCAT,Bullpen Catcher,2018,408054,Tom Gregorio,108,Los Angeles Angels
55,Assistant Hitting Coach,COAA,Assistant Hitting Coach,2018,122541,Paul Sorrento,108,Los Angeles Angels
30,Manager,MNGR,Manager,2018,150353,Dave Roberts,119,Los Angeles Dodgers
88,Bench Coach,COAB,Bench Coach,2018,114712,Bob Geren,119,Los Angeles Dodgers
40,Pitching Coach,COAP,Pitching Coach,2018,116118,Rick Honeycutt,119,Los Angeles Dodgers
12,Hitting Coach,COAT,Hitting Coach,2018,123930,Turner Ward,119,Los Angeles Dodgers
92,First Base Coach,COA1,First Base Coach,2018,136601,George Lombard,119,Los Angeles Dodgers
45,Third Base Coach,COA3,Third Base Coach,2018,218595,Chris Woodward,119,Los Angeles Dodgers
23,Bullpen Coach,COAU,Bullpen Coach,2018,407578,Mark Prior,119,Los Angeles Dodgers
37,Assistant Hitting Coach,COAA,Hitting Strategist,2018,111533,Brant Brown,119,Los Angeles Dodgers
28,Assistant Hitting Coach,COAA,Assistant Hitting Coach,2018,120077,Luis Ortiz,119,Los Angeles Dodgers
6,Coach,COAC,Game Planning/Communications Coach,2018,446283,Danny Lehmann,119,Los Angeles Dodgers
82,Bullpen Catcher,BCAT,Bullpen Catcher,2018,572772,Steve Cilladi,119,Los Angeles Dodgers
,Bullpen Catcher,BCAT,Bullpen Catcher,2018,499850,Fumi Ishibashi,119,Los Angeles Dodgers
15,Manager,MNGR,Manager,2017,111136,Bruce Bochy,137,San Francisco Giants
31,Bench Coach,COAB,Bench Coach,2017,119004,Hensley Meulens,137,San Francisco Giants
17,First Base Coach,COA1,First Base Coach,2017,503062,Jose Alguacil,137,San Francisco Giants
23,Third Base Coach,COA3,Third Base Coach,2017,124588,Ron Wotus,137,San Francisco Giants
77,Bullpen Coach,COAU,Bullpen Coach,2017,150382,Matt Herges,137,San Francisco Giants
99,Bullpen Catcher,BCAT,Bullpen Catcher,2017,666065,Taira Uematsu,137,San Francisco Giants
88,Bullpen Catcher,BCAT,Bullpen Catcher,2017,434630,Eli Whiteside,137,San Francisco Giants
,"Coordinator, Baserunning",CBAS,"Coordinator, Baserunning",2017,112724,Henry Cotto,137,San Francisco Giants
36,Manager,MNGR,Manager,2017,209068,Mickey Callaway,121,New York Mets
57,Hitting Coach,COAT,Hitting Coach,2017,438989,Kevin Long,121,New York Mets
6,Assistant Hitting Coach,COAA,Assistant Hitting Coach,2017,504331,Pat Roessler,121,New York Mets
88,First Base Coach,COA1,First Base Coach,2017,114961,Tom Goodwin,121,New York Mets
53,Third Base Coach,COA3,Third Base Coach,2017,427468,Glenn Sherlock,121,New York Mets
23,Bench Coach,COAB,Bench Coach,2017,121944,Dick Scott,121,New York Mets
25,Bullpen Coach,COAU,Bullpen Coach,2017,111191,Ricky Bones,121,New York Mets
78,Bullpen Catcher,BCAT,Bullpen Catcher,2017,430002,Eric Langill,121,New York Mets
57,Bullpen Catcher,BCAT,Bullpen Catcher,2017,534948,Dave Racaniello,121,New York Mets
,Mental Performance Coordinator,MPCO,Minor League Pitching Coordinator,2017,121417,Ron Romanick,121,New York Mets
,Roving Instructor,ROIN,Roving Minor League Infield Instructor and club Ambassador,2017,123212,Tim Teufel,121,New York Mets
,Major League Replay Coordinator,MLRC,Minor League Rehab Coordinator,2017,600171,Dave Pearson,121,New York Mets
62,Hitting Coach,COAT,Hitting Coach,2017,112439,Alan Cockrell,147,New York Yankees
63,Assistant Hitting Coach,COAA,Assistant Hitting Coach,2017,407801,Marcus Thames,147,New York Yankees
58,Pitching Coach,COAP,Pitching Coach,2017,121495,Larry Rothschild,147,New York Yankees
56,First Base Coach,COA1,First Base Coach,2017,120370,Tony Pena,147,New York Yankees
53,Third Base Coach,COA3,Third Base Coach,2017,440053,Joe Espada,147,New York Yankees
60,Bullpen Coach,COAU,Bullpen Coach,2017,115476,Mike Harkey,147,New York Yankees
,Bullpen Catcher,BCAT,Bullpen Catcher,2017,440785,Jason Brown,147,New York Yankees
,Special Advisor,SADV,Special Advisor to General Manager,2017,425686,Hideki Matsui,147,New York Yankees
6,Manager,MNGR,Manager,2017,118942,Bob Melvin,133,Oakland Athletics
29,Bench Coach,COAB,Bench Coach,2017,134342,Ryan Christenson,133,Oakland Athletics
51,Hitting Coach,COAT,Hitting Coach,2017,470252,Darren Bush,133,Oakland Athletics
59,Assistant Hitting Coach,COAA,Assistant Hitting/Catching Coach,2017,116534,Marcus Jensen,133,Oakland Athletics
14,Pitching Coach,COAP,Pitching Coach,2017,491913,Scott Emerson,133,Oakland Athletics
14,First Base Coach,COA1,First Base Coach,2017,110119,Mike Aldrete,133,Oakland Athletics
90,Bullpen Catcher,BCAT,Bullpen Catcher,2017,623951,Jeremy Dowdy,133,Oakland Athletics
88,Bullpen Catcher,BCAT,Bullpen Catcher,2017,543653,Philip Pohl,133,Oakland Athletics
19,Manager,MNGR,Manager,2017,137002,Gabe Kapler,143,Philadelphia Phillies
82,Bullpen Catcher,BCAT,Bullpen Catcher/Catching Coach,2017,595433,Bob Stumpo,143,Philadelphia Phillies
22,Pitching Coach,COAP,Pitching Coach,2017,118584,Bob McClure,143,Philadelphia Phillies
33,Assistant Pitching Coach,COPA,Assistant Pitching Coach,2017,492899,Rick Kranitz,143,Philadelphia Phillies
12,First Base Coach,COA1,First Base Coach,2017,119347,Mickey Morandini,143,Philadelphia Phillies
8,Third Base Coach,COA3,Third Base Coach,2017,121651,Juan Samuel,143,Philadelphia Phillies
10,Bench Coach,COAB,Bench Coach,2017,111281,Larry Bowa,143,Philadelphia Phillies
9,Bullpen Coach,COAU,Bullpen Coach,2017,427334,John McLaren,143,Philadelphia Phillies
81,Bullpen Catcher,BCAT,Bullpen Catcher,2017,602070,Jesus Tiamo,143,Philadelphia Phillies
,Assistant Hitting Coordinator,AHCO,Assistant Hitting Coordinator,2017,492928,Frank Cacciatore,143,Philadelphia Phillies
,"Coordinator, Baserunning",CBAS,Outfield/Baserunning Coordinator,2017,407577,Andy Abad,143,Philadelphia Phillies
13,Manager,MNGR,Manager,2017,116346,Clint Hurdle,134,Pittsburgh Pirates
14,Bench Coach,COAB,Bench Coach,2017,120771,Tom Prince,134,Pittsburgh Pirates
2,Hitting Coach,COAT,Hitting Coach,2017,111394,Jeff Branson,134,Pittsburgh Pirates
75,Assistant Hitting Coach,COAA,Assistant Hitting Coach,2017,531112,Jeff Livesey,134,Pittsburgh Pirates
54,Pitching Coach,COAP,Pitching Coach,2017,121956,Ray Searage,134,Pittsburgh Pirates
18,First Base Coach,COA1,First Base Coach,2017,110638,Kimera Bartee,134,Pittsburgh Pirates
28,Third Base Coach,COA3,Third Base Coach,2017,112664,Joey Cora,134,Pittsburgh Pirates
56,Bullpen Coach,COAU,Bullpen Coach,2017,427436,Euclides Rojas,134,Pittsburgh Pirates
85,Coach,COAC,Coach,2017,492913,Dave Jauss,134,Pittsburgh Pirates
86,Bullpen Catcher,BCAT,Bullpen Catcher,2017,534932,Heberto Andrade,134,Pittsburgh Pirates
82,Bullpen Catcher,BCAT,Bullpen Catcher/Catching Assistant,2017,548089,Jordan Comadena,134,Pittsburgh Pirates
,"Coordinator, Defensive",CDEF,"Coordinator, Defensive",2017,115086,Gary Green,134,Pittsburgh Pirates
14,Manager,MNGR,Manager,2017,433477,Andy Green,135,San Diego Padres
25,Bench Coach,COAB,Bench Coach,2017,118743,Mark McGwire,135,San Diego Padres
47,Hitting Coach,COAT,Hitting Coach,2017,122644,Matt Stairs,135,San Diego Padres
36,Pitching Coach,COAP,Pitching Coach,2017,429382,Darren Balsley,135,San Diego Padres
26,Third Base Coach,COA3,Third Base Coach,2017,116027,Glenn Hoffman,135,San Diego Padres
45,Bullpen Coach,COAU,Bullpen Coach,2017,111135,Doug Bochtler,135,San Diego Padres
28,First Base Coach,COA1,First Base Coach,2017,444373,Johnny Washington,135,San Diego Padres
48,Bullpen Catcher,BCAT,Bullpen Catcher/Instructor,2017,449780,Justin Hatcher,135,San Diego Padres
1,Infield Coach,INFC,Infield Coach,2017,407496,Ramon Vazquez,135,San Diego Padres
,Major League Coach,MAJC,Major League Coach,2017,121351,Edwin Rodriguez,135,San Diego Padres
81,Bullpen Catcher,BCAT,Bullpen Catcher,2017,475340,Griffin Benedict,135,San Diego Padres
67,Coach,COAC,Outfield Coach,2017,531416,Jon Mathews,135,San Diego Padres
,Mental Performance Coordinator,MPCO,Minor League Pitching Instructor,2017,407784,Eric Junge,135,San Diego Padres
30,Manager,MNGR,Manager,2017,112736,Craig Counsell,158,Milwaukee Brewers
00,Bench Coach,COAB,Bench Coach,2017,580268,Pat Murphy,158,Milwaukee Brewers
11,Hitting Coach,COAT,Hitting Coach,2017,112491,Darnell Coles,158,Milwaukee Brewers
36,Pitching Coach,COAP,Pitching Coach,2017,627038,Derek Johnson,158,Milwaukee Brewers
31,First Base Coach,COA1,First Base Coach,2017,454368,Carlos Subero,158,Milwaukee Brewers
0,Third Base Coach,COA3,Third Base Coach,2017,492532,Ed Sedar,158,Milwaukee Brewers
40,Coach,COAC,Coach,2017,407835,Jason Lane,158,Milwaukee Brewers
58,Bullpen Coach,COAU,Bullpen Coach,2017,123502,Lee Tunnell,158,Milwaukee Brewers
62,Bullpen Catcher,BCAT,Bullpen Catcher,2017,433697,Robinzon Diaz,158,Milwaukee Brewers
55,Bullpen Catcher,BCAT,Bullpen Catcher,2017,438745,Marcus Hanel,158,Milwaukee Brewers
,Performance Coach,PERF,Performance Coach,2017,579963,Matt Krug,158,Milwaukee Brewers
9,Manager,MNGR,Manager,2017,122011,Scott Servais,136,Seattle Mariners
14,Bench Coach,COAB,Bench Coach,2017,427000,Manny Acta,136,Seattle Mariners
11,Hitting Coach,COAT,Hitting Coach,2017,118365,Edgar Martinez,136,Seattle Mariners
30,Pitching Coach,COAP,Pitching Coach,2017,122838,Mel Stottlemyre,136,Seattle Mariners
13,First Base Coach,COA1,First Base Coach,2017,408076,Chris Prieto,136,Seattle Mariners
28,Third Base Coach,COA3,Third Base Coach,2017,111515,Scott Brosius,136,Seattle Mariners
66,Bullpen Catcher,BCAT,Bullpen Catcher,2017,466245,Fleming Baez,136,Seattle Mariners
22,Manager,MNGR,Manager,2017,118414,Mike Matheny,138,St. Louis Cardinals
33,Bench Coach,COAB,Bench Coach,2017,110816,David Bell,138,St. Louis Cardinals
83,Bench Coach,COAB,Bench Coach,2017,492917,Mike Shildt,138,St. Louis Cardinals
47,Hitting Coach,COAT,Hitting Coach,2017,118065,John Mabry,138,St. Louis Cardinals
43,Assistant Hitting Coach,COAA,Assistant Hitting Coach,2017,119482,Bill Mueller,138,St. Louis Cardinals
37,First Base Coach,COA1,First Base Coach,2017,458538,Oliver Marmol,138,St. Louis Cardinals
35,Pitching Coach,COAP,Pitching Coach,2017,118121,Mike Maddux,138,St. Louis Cardinals
11,Third Base Coach,COA3,Third Base Coach,2017,120038,Jose Oquendo,138,St. Louis Cardinals
51,Assistant Coach,ASSC,Assistant Coach,2017,118694,Willie McGee,138,St. Louis Cardinals
72,Bullpen Coach,COAU,Bullpen Coach,2017,113953,Bryan Eversgerd,138,St. Louis Cardinals
94,Bullpen Catcher,BCAT,Bullpen Catcher,2017,408217,Jamie Pogue,138,St. Louis Cardinals
16,Manager,MNGR,Manager,2017,408211,Kevin Cash,139,Tampa Bay Rays
25,Bench Coach,COAB,Bench Coach,2017,119271,Charlie Montoyo,139,Tampa Bay Rays
51,Hitting Coach,COAT,Hitting Coach,2017,119456,Chad Mottola,139,Tampa Bay Rays
23,Pitching Coach,COAP,Pitching Coach,2017,216897,Kyle Snyder,139,Tampa Bay Rays
15,First Base Coach,COA1,First Base Coach,2017,408306,Rocco Baldelli,139,Tampa Bay Rays
33,Third Base Coach,COA3,Third Base Coach,2017,493032,Matt Quatraro,139,Tampa Bay Rays
41,Bullpen Coach,COAU,Bullpen Coach,2017,494748,Stan Boroski,139,Tampa Bay Rays
77,Bullpen Catcher,BCAT,Bullpen Catcher,2017,537369,Scott Cursi,139,Tampa Bay Rays
99,Bullpen Catcher,BCAT,Bullpen Catcher,2017,470373,Misha Dworken,139,Tampa Bay Rays
28,Manager,MNGR,Manager,2017,110529,Jeff Banister,140,Texas Rangers
24,Hitting Coach,COAT,Hitting Coach,2017,437676,Anthony Iapoce,140,Texas Rangers
0,Assistant Hitting Coach,COAA,Assistant Hitting Coach,2017,501301,Justin Mashore,140,Texas Rangers
46,Pitching Coach,COAP,Pitching Coach,2017,111492,Doug Brocail,140,Texas Rangers
27,Third Base Coach,COA3,Third Base Coach,2017,433639,Tony Beasley,140,Texas Rangers
24,Bench Coach,COAB,Bench Coach,2017,111668,Steve Buechele,140,Texas Rangers
4,Bullpen Coach,COAU,Bullpen Coach,2017,136582,Hector Ortiz,140,Texas Rangers
66,Bullpen Catcher,BCAT,Bullpen Catcher,2017,601612,Josh Frasier,140,Texas Rangers
,Coach,COAC,Coach,2017,133120,Jason Wood,140,Texas Rangers
,Performance Coach,PERF,Peak Performance Coordinator,2017,666831,Dr. Josiah Igono,140,Texas Rangers
,Mental Performance Coordinator,MPCO,Minor League Pitching Coordinator,2017,493418,Danny Clark,140,Texas Rangers
5,Manager,MNGR,Manager,2017,114744,John Gibbons,141,Toronto Blue Jays
40,Pitching Coach,COAP,Pitching Coach,2017,123839,Pete Walker,141,Toronto Blue Jays
17,Hitting Coach,COAT,Hitting Coach,2017,116461,Brook Jacoby,141,Toronto Blue Jays
20,Third Base Coach,COA3,Third Base Coach,2017,121248,Luis Rivera,141,Toronto Blue Jays
34,First Base Coach,COA1,First Base Coach,2017,492502,Tim Leiper,141,Toronto Blue Jays
16,Bench Coach,COAB,Bench Coach,2017,427204,DeMarlo Hale,141,Toronto Blue Jays
35,Bullpen Coach,COAU,Bullpen Coach,2017,116574,Dane Johnson,141,Toronto Blue Jays
61,Bullpen Catcher,BCAT,Bullpen Catcher,2017,432938,Alex Andreopoulos,141,Toronto Blue Jays
63,Bullpen Catcher,BCAT,Bullpen Catcher,2017,282993,Jason Phillips,141,Toronto Blue Jays
27,Coach,COAC,Quality Control Coach,2017,486359,Derek Shelton,141,Toronto Blue Jays
,Batting Practice Pitcher,BPPI,Batting Practice Pitcher,2017,114117,Jesus Figueroa,141,Toronto Blue Jays
4,Manager,MNGR,Manager,2017,118363,Dave Martinez,120,Washington Nationals
,Senior Baseball Advisor,SBAD,Senior Baseball Advisor,2017,117203,Randy Knorr,120,Washington Nationals
4,Manager,MNGR,Manager,2017,119236,Paul Molitor,142,Minnesota Twins
82,Hitting Coach,COAT,Hitting Coach,2017,494875,James Rowson,142,Minnesota Twins
63,Assistant Hitting Coach,COAA,Assistant Hitting Coach,2017,446973,Rudy Hernandez,142,Minnesota Twins
41,Pitching Coach,COAP,Pitching Coach,2017,110191,Garvin Alston,142,Minnesota Twins
37,First Base Coach,COA1,First Base Coach,2017,282863,Jeff Smith,142,Minnesota Twins
13,Third Base Coach,COA3,Third Base Coach,2017,427186,Gene Glynn,142,Minnesota Twins
46,Bench Coach,COAB,Bench Coach,2017,492705,Joe Vavra,142,Minnesota Twins
18,Bullpen Coach,COAU,Bullpen Coach,2017,115216,Eddie Guardado,142,Minnesota Twins
30,Major League Coach,MAJC,Major League Coach,2017,429402,Jeff Pickler,142,Minnesota Twins
75,Bullpen Catcher,BCAT,Bullpen Catcher,2017,534548,Nate Dammann,142,Minnesota Twins
,Major League Replay Coordinator,MLRC,Minor League Medical Coordinator,2017,579069,Chad Jackson,142,Minnesota Twins
17,Manager,MNGR,Manager,2017,117950,Torey Lovullo,109,Arizona Diamondbacks
12,Bench Coach,COAB,Bench Coach,2017,119655,Jerry Narron,109,Arizona Diamondbacks
18,Hitting Coach,COAT,Hitting Coach,2017,118132,Dave Magadan,109,Arizona Diamondbacks
23,Pitching Coach,COAP,Pitching Coach,2017,111807,Mike Butcher,109,Arizona Diamondbacks
39,First Base Coach,COA1,First Base Coach,2017,118763,Dave McKay,109,Arizona Diamondbacks
3,Third Base Coach,COA3,Third Base Coach,2017,120418,Tony Perezchica,109,Arizona Diamondbacks
71,Bullpen Coach,COAU,Bullpen Coach,2017,114097,Mike Fetters,109,Arizona Diamondbacks
59,Assistant Hitting Coach,COAA,Assistant Hitting Coach,2017,117420,Tim Laker,109,Arizona Diamondbacks
7,Quality Control/Catching Coach,QCCC,Quality Control/Catching Coach,2017,425631,Robby Hammock,109,Arizona Diamondbacks
60,Coach,COAC,Major League Coach,2017,468222,Luis Urueta,109,Arizona Diamondbacks
83,Bullpen Catcher,BCAT,Bullpen Catcher,2017,461861,Mark Reed,109,Arizona Diamondbacks
84,Bullpen Catcher,BCAT,Bullpen Catcher,2017,279827,Humberto Quintero,109,Arizona Diamondbacks
,Roving Instructor,ROIN,Roving Coach,2017,465381,Audo Vicente,109,Arizona Diamondbacks
8,Manager,MNGR,Manager,2017,118443,Don Mattingly,146,Miami Marlins
38,Bench Coach,COAB,Bench Coach,2017,123865,Tim Wallach,146,Miami Marlins
6,Hitting Coach,COAT,Hitting Coach,2017,120178,Mike Pagliarulo,146,Miami Marlins
4,Assistant Hitting Coach,COAA,Assistant Hitting Coach,2017,236427,Frank Menechino,146,Miami Marlins
47,Pitching Coach,COAP,Pitching Coach,2017,119797,Juan Nieves,146,Miami Marlins
7,First Base Coach,COA1,First Base Coach,2017,427228,Perry Hill,146,Miami Marlins
33,Third Base Coach,COA3,Third Base Coach,2017,427190,Fredi Gonzalez,146,Miami Marlins
24,Bullpen Coach,COAU,Bullpen Coach,2017,492538,Dean Treanor,146,Miami Marlins
75,Bullpen Coordinator,BUCO,Bullpen Coordinator,2017,449085,Jeff Urgelles,146,Miami Marlins
23,Catching Coach,CATC,Catching Coach,2017,150411,Brian Schneider,146,Miami Marlins
26,Baserunning/Outfield and First Base Coach,BOFF,Outfield/Baserunning Coach,2017,494171,Lorenzo Bundy,146,Miami Marlins
38,Manager,MNGR,Manager,2017,427406,Bryan Price,113,Cincinnati Reds
59,Hitting Coach,COAT,Hitting Coach,2017,534229,Don Long,113,Cincinnati Reds
64,Assistant Hitting Coach,COAA,Assistant Hitting Coach,2017,493870,Tony Jaramillo,113,Cincinnati Reds
57,Pitching Coach,COAP,Pitching Coach,2017,526374,Mack Jenkins,113,Cincinnati Reds
56,Assistant Pitching Coach,COPA,Assistant Pitching Coach,2017,120728,Ted Power,113,Cincinnati Reds
45,First Base Coach,COA1,First Base Coach,2017,110848,Freddie Benavides,113,Cincinnati Reds
22,Third Base Coach,COA3,Third Base Coach,2017,115602,Billy Hatcher,113,Cincinnati Reds
35,Bench Coach,COAB,Bench Coach,2017,427427,Jim Riggleman,113,Cincinnati Reds
87,Bullpen Catcher,BCAT,Bullpen Catcher,2017,458031,Dustin Hughes,113,Cincinnati Reds
72,Catching Coach,CATC,Catching Coach,2017,150464,Mike Stefanski,113,Cincinnati Reds
30,Manager,MNGR,Manager,2017,150353,Dave Roberts,119,Los Angeles Dodgers
88,Bench Coach,COAB,Bench Coach,2017,114712,Bob Geren,119,Los Angeles Dodgers
40,Pitching Coach,COAP,Pitching Coach,2017,116118,Rick Honeycutt,119,Los Angeles Dodgers
12,Hitting Coach,COAT,Hitting Coach,2017,123930,Turner Ward,119,Los Angeles Dodgers
92,First Base Coach,COA1,First Base Coach,2017,136601,George Lombard,119,Los Angeles Dodgers
45,Third Base Coach,COA3,Third Base Coach,2017,218595,Chris Woodward,119,Los Angeles Dodgers
49,Assistant Hitting Coach,COAA,Assistant Hitting Coach,2017,116377,Tim Hyers,119,Los Angeles Dodgers
54,Bullpen Coach,COAU,Bullpen Coach,2017,408036,Josh Bard,119,Los Angeles Dodgers
13,Quality Control Coach,QUAC,Quality Assurance Coach,2017,112128,Juan Castro,119,Los Angeles Dodgers
82,Bullpen Catcher,BCAT,Bullpen Catcher,2017,572772,Steve Cilladi,119,Los Angeles Dodgers
85,Bullpen Catcher,BCAT,Bullpen Catcher,2017,429660,Rob Flippo,119,Los Angeles Dodgers
,Catching Coach,CATC,Catching Coach,2017,124656,Steve Yeager,119,Los Angeles Dodgers
43,Manager,MNGR,Manager,2017,492535,Brian Snitker,144,Atlanta Braves
34,Hitting Coach,COAT,Hitting Coach,2017,121983,Kevin Seitzer,144,Atlanta Braves
55,Pitching Coach,COAP,Pitching Coach,2017,431163,Chuck Hernandez,144,Atlanta Braves
37,Third Base Coach,COA3,Third Base Coach,2017,123965,Ron Washington,144,Atlanta Braves
34,Bullpen Coach,COAU,Bullpen Coach,2017,474602,Marty Reed,144,Atlanta Braves
59,Assistant Hitting Coach,COAA,Assistant Hitting Coach,2017,494165,Jose Castro,144,Atlanta Braves
99,Bullpen Catcher,BCAT,Bullpen Catcher,2017,470920,Jose Yepez,144,Atlanta Braves
99,Bullpen Catcher,BCAT,Bullpen Catcher,2017,534610,Alan Butts,144,Atlanta Braves
,Catching Coach,CATC,Catching Coach,2017,430916,Joe Breeden,144,Atlanta Braves
26,Manager,MNGR,Manager,2017,427469,Buck Showalter,110,Baltimore Orioles
88,Assistant Hitting Coach,COAA,Assistant Hitting Coach,2017,408201,Howie Clark,110,Baltimore Orioles
11,Third Base Coach,COA3,Third Base Coach,2017,433638,Bobby Dickerson,110,Baltimore Orioles
21,First Base Coach,COA1,First Base Coach,2017,117114,Wayne Kirby,110,Baltimore Orioles
47,Hitting Coach,COAT,Hitting Coach,2017,112635,Scott Coolbaugh,110,Baltimore Orioles
40,Pitching Coach,COAP,Pitching Coach,2017,118658,Roger McDowell,110,Baltimore Orioles
55,Coach,COAC,Coach,2017,113330,Einar Diaz,110,Baltimore Orioles
77,Bench Coach,COAB,Bench Coach,2017,121571,John Russell,110,Baltimore Orioles
75,Bullpen Coach,COAU,Bullpen Coach,2017,119142,Alan Mills,110,Baltimore Orioles
82,Batting Practice Pitcher,BPPI,Batting Practice Pitcher/Bullpen Catcher,2017,493478,Jett Ruiz,110,Baltimore Orioles
84,Mental Performance Coordinator,MPCO,Minor League Pitching Coordinator,2017,123955,John Wasdin,110,Baltimore Orioles
20,Manager,MNGR,Manager,2017,133321,Alex Cora,111,Boston Red Sox
86,Assistant Pitching Coach,COPA,"Vice President, Pitching Development/Assistant Pitching Coach",2017,446454,Brian Bannister,111,Boston Red Sox
20,First Base Coach,COA1,First Base Coach,2017,110215,Ruben Amaro Jr,111,Boston Red Sox
10,Bench Coach,COAB,Bench Coach,2017,113387,Gary Disarcina,111,Boston Red Sox
60,Bullpen Coach,COAU,Bullpen Coach,2017,427298,Dana LeVangie,111,Boston Red Sox
,Coach,COAC,Coach,2017,136866,Carlos Febles,111,Boston Red Sox
88,Bullpen Catcher,BCAT,Bullpen Catcher,2017,463799,Mani Martinez,111,Boston Red Sox
17,Manager,MNGR,Manager,2017,121075,Rick Renteria,145,Chicago White Sox
82,Bench Coach,COAB,Bench Coach,2017,136607,Joe McEwing,145,Chicago White Sox
31,Hitting Coach,COAT,Hitting Coach,2017,122771,Todd Steverson,145,Chicago White Sox
26,Assistant Hitting Coach,COAA,Assistant Hitting Coach,2017,533331,Greg Sparks,145,Chicago White Sox
21,Pitching Coach,COAP,Pitching Coach,2017,112653,Don Cooper,145,Chicago White Sox
12,Third Base Coach,COA3,Third Base Coach,2017,111973,Nick Capra,145,Chicago White Sox
59,Bullpen Catcher,BCAT,Bullpen Catcher,2017,121628,Mark Salas,145,Chicago White Sox
8,First Base Coach,COA1,First Base Coach,2017,111257,Daryl Boston,145,Chicago White Sox
29,Bullpen Coach,COAU,Bullpen Coach,2017,492931,Curt Hasler,145,Chicago White Sox
70,Manager,MNGR,Manager,2017,427309,Joe Maddon,112,Chicago Cubs
30,Hitting Coach,COAT,Hitting Coach,2017,113099,Chili Davis,112,Chicago Cubs
